"#file:///home/oskar/Documents/robot annotation/id-01/id-01_participant-denoised.wav -- offset: 0"
"#file:///home/oskar/Documents/robot annotation/id-01/id-01_participant-raw.wav -- offset: 0"
"#file:///home/oskar/Documents/robot annotation/id-01/id-01_operator.wav -- offset: 0"
confidence_production		00:00:01.700	1.7	1700	00:00:01:17	00:00:02.100	2.1	2100	00:00:02:02	00:00:00.400	0.4	400	00:00:00:10	5	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:00:07.500	7.5	7500	00:00:07:12	00:00:34.100	34.1	34100	00:00:34:02	00:00:26.600	26.6	26600	00:00:26:15	3 	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:00:53.600	53.6	53600	00:00:53:15	00:00:56.899	56.899	56899	00:00:56:22	00:00:03.299	3.299	3299	00:00:03:07	4	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:01:00.100	60.1	60100	00:01:00:02	00:01:47.200	107.2	107200	00:01:47:05	00:00:47.100	47.1	47100	00:00:47:02	3	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:02:06.900	126.9	126900	00:02:06:22	00:02:11.699	131.699	131699	00:02:11:17	00:00:04.799	4.799	4799	00:00:04:19	1	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:02:33.800	153.8	153800	00:02:33:20	00:02:57.800	177.8	177800	00:02:57:20	00:00:24.000	24.0	24000	00:00:24:00	3	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:03:02.099	182.099	182099	00:03:02:02	00:03:03.900	183.9	183900	00:03:03:22	00:00:01.801	1.801	1801	00:00:01:20	2	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:03:06.000	186.0	186000	00:03:06:00	00:03:39.500	219.5	219500	00:03:39:12	00:00:33.500	33.5	33500	00:00:33:12	 2	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:03:43.300	223.3	223300	00:03:43:07	00:03:49.400	229.4	229400	00:03:49:10	00:00:06.100	6.1	6100	00:00:06:02	2	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:03:53.900	233.9	233900	00:03:53:22	00:03:54.500	234.5	234500	00:03:54:12	00:00:00.600	0.6	600	00:00:00:15	4	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:04:09.099	249.099	249099	00:04:09:02	00:04:58.300	298.3	298300	00:04:58:07	00:00:49.201	49.201	49201	00:00:49:05	3	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:05:02.100	302.1	302100	00:05:02:02	00:05:35.600	335.6	335600	00:05:35:15	00:00:33.500	33.5	33500	00:00:33:12	3	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:05:41.100	341.1	341100	00:05:41:02	00:05:59.500	359.5	359500	00:05:59:12	00:00:18.400	18.4	18400	00:00:18:10	 2	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:06:03.600	363.6	363600	00:06:03:15	00:06:26.199	386.199	386199	00:06:26:04	00:00:22.599	22.599	22599	00:00:22:14	3	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:06:47.800	407.8	407800	00:06:47:20	00:07:14.100	434.1	434100	00:07:14:02	00:00:26.300	26.3	26300	00:00:26:07	3	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:07:32.600	452.6	452600	00:07:32:15	00:07:34.100	454.1	454100	00:07:34:02	00:00:01.500	1.5	1500	00:00:01:12	4	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:07:40.300	460.3	460300	00:07:40:07	00:07:57.399	477.399	477399	00:07:57:09	00:00:17.099	17.099	17099	00:00:17:02	 4	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:08:04.000	484.0	484000	00:08:04:00	00:08:17.300	497.3	497300	00:08:17:07	00:00:13.300	13.3	13300	00:00:13:07	3	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:08:26.899	506.899	506899	00:08:26:22	00:08:28.800	508.8	508800	00:08:28:20	00:00:01.901	1.901	1901	00:00:01:22	2	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:08:40.100	520.1	520100	00:08:40:02	00:08:43.500	523.5	523500	00:08:43:12	00:00:03.400	3.4	3400	00:00:03:10	 2	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:09:19.700	559.7	559700	00:09:19:17	00:09:24.500	564.5	564500	00:09:24:12	00:00:04.800	4.8	4800	00:00:04:20	3	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
confidence_production		00:09:36.799	576.799	576799	00:09:36:19	00:10:00.000	600.0	600000	00:10:00:00	00:00:23.201	23.201	23201	00:00:23:05	1	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
backchannels		00:00:51.600	51.6	51600	00:00:51:15	00:00:52.320	52.32	52320	00:00:52:08	00:00:00.720	0.72	720	00:00:00:18		/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
backchannels		00:08:25.200	505.2	505200	00:08:25:05	00:08:25.760	505.76	505760	00:08:25:19	00:00:00.560	0.56	560	00:00:00:14		/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
backchannels		00:08:32.440	512.44	512440	00:08:32:11	00:08:33.640	513.64	513640	00:08:33:16	00:00:01.200	1.2	1200	00:00:01:05		/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
backchannels		00:08:36.899	516.899	516899	00:08:36:22	00:08:38.500	518.5	518500	00:08:38:12	00:00:01.601	1.601	1601	00:00:01:15		/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
backchannels		00:08:54.000	534.0	534000	00:08:54:00	00:08:54.760	534.76	534760	00:08:54:19	00:00:00.760	0.76	760	00:00:00:19		/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
backchannels		00:08:58.400	538.4	538400	00:08:58:10	00:08:59.120	539.12	539120	00:08:59:03	00:00:00.720	0.72	720	00:00:00:18		/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
backchannels		00:09:01.960	541.96	541960	00:09:01:24	00:09:02.680	542.68	542680	00:09:02:17	00:00:00.720	0.72	720	00:00:00:18		/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
backchannels		00:09:03.600	543.6	543600	00:09:03:15	00:09:04.100	544.1	544100	00:09:04:02	00:00:00.500	0.5	500	00:00:00:12		/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
backchannels		00:09:08.740	548.74	548740	00:09:08:18	00:09:09.460	549.46	549460	00:09:09:11	00:00:00.720	0.72	720	00:00:00:18		/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
backchannels		00:09:31.200	571.2	571200	00:09:31:05	00:09:31.899	571.899	571899	00:09:31:22	00:00:00.699	0.699	699	00:00:00:17		/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:00:01.700	1.7	1700	00:00:01:17	00:00:02.100	2.1	2100	00:00:02:02	00:00:00.400	0.4	400	00:00:00:10	Hallåj	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:00:07.500	7.5	7500	00:00:07:12	00:00:08.500	8.5	8500	00:00:08:12	00:00:01.000	1.0	1000	00:00:01:00	Jo så	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:00:08.699	8.699	8699	00:00:08:17	00:00:13.800	13.8	13800	00:00:13:20	00:00:05.101	5.101	5101	00:00:05:02	Det handlar om huruvida man borde införa robotdomare	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:00:14.199	14.199	14199	00:00:14:04	00:00:16.899	16.899	16899	00:00:16:22	00:00:02.700	2.7	2700	00:00:02:17	Rättssäkerheten i rättsfall och sånt	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:00:17.800	17.8	17800	00:00:17:20	00:00:18.800	18.8	18800	00:00:18:20	00:00:01.000	1.0	1000	00:00:01:00	och	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:00:19.000	19.0	19000	00:00:19:00	00:00:23.300	23.3	23300	00:00:23:07	00:00:04.300	4.3	4300	00:00:04:07	Tanken är då att man bär en sån här robotdomare i sin kudde	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:00:25.399	25.399	25399	00:00:25:09	00:00:29.899	29.899	29899	00:00:29:22	00:00:04.500	4.5	4500	00:00:04:12	Vi ska lägga mindre sexistiska och mer rättvisa domar och så vidare	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:00:32.500	32.5	32500	00:00:32:12	00:00:34.100	34.1	34100	00:00:34:02	00:00:01.600	1.6	1600	00:00:01:15	Har du några spontana tankar	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:00:51.600	51.6	51600	00:00:51:15	00:00:52.320	52.32	52320	00:00:52:08	00:00:00.720	0.72	720	00:00:00:18	aa	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:00:53.600	53.6	53600	00:00:53:15	00:00:56.899	56.899	56899	00:00:56:22	00:00:03.299	3.299	3299	00:00:03:07	Ska inte vara enväldiga domare tänker du	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:00.100	60.1	60100	00:01:00:02	00:01:01.799	61.799	61799	00:01:01:19	00:00:01.699	1.699	1699	00:00:01:17	Det jag tänker är att	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:02.799	62.799	62799	00:01:02:19	00:01:06.400	66.4	66400	00:01:06:10	00:00:03.601	3.601	3601	00:00:03:15	I den här proppen så stod det att den här roboten har	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:06.799	66.799	66799	00:01:06:19	00:01:09.299	69.299	69299	00:01:09:07	00:00:02.500	2.5	2500	00:00:02:12	Skulle vara tränade på liksom	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:09.799	69.799	69799	00:01:09:19	00:01:15.500	75.5	75500	00:01:15:12	00:00:05.701	5.701	5701	00:00:05:17	tidigare målsdata alltså beslut som gjordes i tidigare brottsmål och sånt	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:17.099	77.099	77099	00:01:17:02	00:01:18.200	78.2	78200	00:01:18:05	00:00:01.101	1.101	1101	00:00:01:02	Och att det är	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:18.799	78.799	78799	00:01:18:19	00:01:19.299	79.299	79299	00:01:19:07	00:00:00.500	0.5	500	00:00:00:12	eh	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:20.900	80.9	80900	00:01:20:22	00:01:25.299	85.299	85299	00:01:25:07	00:00:04.399	4.399	4399	00:00:04:09	Personer som har makten över rättsväsendet som bestämmer hur algoritmen ska se ut	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:26.099	86.099	86099	00:01:26:02	00:01:27.799	87.799	87799	00:01:27:19	00:00:01.700	1.7	1700	00:00:01:17	Och då undrar jag	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:28.599	88.599	88599	00:01:28:14	00:01:30.400	90.4	90400	00:01:30:10	00:00:01.801	1.801	1801	00:00:01:20	Vad är den stora skillnaden	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:30.599	90.599	90599	00:01:30:14	00:01:34.000	94.0	94000	00:01:34:00	00:00:03.401	3.401	3401	00:00:03:10	En som robot då och en människa	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:34.400	94.4	94400	00:01:34:10	00:01:37.000	97.0	97000	00:01:37:00	00:00:02.600	2.6	2600	00:00:02:15	Vad säger då sig på tidigare	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:37.700	97.7	97700	00:01:37:17	00:01:42.099	102.099	102099	00:01:42:02	00:00:04.399	4.399	4399	00:00:04:09	Beslut som utfördes av människor blir det då som stor	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:42.900	102.9	102900	00:01:42:22	00:01:43.500	103.5	103500	00:01:43:12	00:00:00.600	0.6	600	00:00:00:15	eller	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:44.000	104.0	104000	00:01:44:00	00:01:44.700	104.7	104700	00:01:44:17	00:00:00.700	0.7	700	00:00:00:17	Eh	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:45.000	105.0	105000	00:01:45:00	00:01:46.099	106.099	106099	00:01:46:02	00:00:01.099	1.099	1099	00:00:01:02	Ja men det kan	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:01:46.700	106.7	106700	00:01:46:17	00:01:47.200	107.2	107200	00:01:47:05	00:00:00.500	0.5	500	00:00:00:12	Japp	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:06.900	126.9	126900	00:02:06:22	00:02:07.400	127.4	127400	00:02:07:10	00:00:00.500	0.5	500	00:00:00:12	Ja	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:08.000	128.0	128000	00:02:08:00	00:02:08.400	128.4	128400	00:02:08:10	00:00:00.400	0.4	400	00:00:00:10	Alltså det	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:09.300	129.3	129300	00:02:09:07	00:02:09.800	129.8	129800	00:02:09:20	00:00:00.500	0.5	500	00:00:00:12	Alltså no	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:10.900	130.9	130900	00:02:10:22	00:02:11.699	131.699	131699	00:02:11:17	00:00:00.799	0.799	799	00:00:00:19	Alltså när	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:33.800	153.8	153800	00:02:33:20	00:02:35.599	155.599	155599	00:02:35:14	00:00:01.799	1.799	1799	00:00:01:19	Ja det är lite det jag tänker också	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:37.199	157.199	157199	00:02:37:04	00:02:42.800	162.8	162800	00:02:42:20	00:00:05.601	5.601	5601	00:00:05:15	Det finns ju absolut ingen garanti att robotar inte kommer vara orättvis	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:43.400	163.4	163400	00:02:43:10	00:02:49.800	169.8	169800	00:02:49:20	00:00:06.400	6.4	6400	00:00:06:10	Samtidigt är sannolikheten ganska stor att den faktiskt lyckas vara mer rättvis	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:50.699	170.699	170699	00:02:50:17	00:02:52.500	172.5	172500	00:02:52:12	00:00:01.801	1.801	1801	00:00:01:20	kommer kan det så är det kanske	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:53.099	173.099	173099	00:02:53:02	00:02:53.900	173.9	173900	00:02:53:22	00:00:00.801	0.801	801	00:00:00:20	Bra	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:54.099	174.099	174099	00:02:54:02	00:02:55.800	175.8	175800	00:02:55:20	00:00:01.701	1.701	1701	00:00:01:17	Så hatar den här typen	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:02:56.500	176.5	176500	00:02:56:12	00:02:57.800	177.8	177800	00:02:57:20	00:00:01.300	1.3	1300	00:00:01:07	av robotdomare tänker jag	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:03:02.099	182.099	182099	00:03:02:02	00:03:02.500	182.5	182500	00:03:02:12	00:00:00.401	0.401	401	00:00:00:10	Ja	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
participant		00:03:02.900	182.9	182900	00:03:02:22	00:03:03.900	183.9	183900	00:03:03:22	00:00:01.000	1.0	1000	00:00:01:00	Vad är det tycker du	/home/oskar/Documents/robot annotation/id-01/id-01_turns.eaf
